0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.01087,0.017435,0.01707,0.013997,0.0,0.198804,0.180328,0.0,0.001036,4.6e-05,0.08715,0.000222,0.01,0.042227,0.00029,0.085791,0.0,0.0,0.004672,0.005229,0.00966,0.011077,0.000369,0.182222,0.0,0.182444,0.0,0.00966,0.0,0.0,0.011064,0.0,0.0,0.014085,0.647059,0.666667,0.0,0.0
0.021739,0.006227,0.012802,0.012442,0.0,0.200299,0.196721,0.0,0.000507,0.000147,0.101289,0.000399,0.01,0.042621,0.000144,0.101903,0.0,0.0,0.004471,0.005018,0.009472,0.010861,0.000663,0.182079,0.0,0.182229,0.0,0.009472,0.0,0.0,0.010861,0.0,0.0,0.014085,0.647059,0.666667,0.0,0.0
0.021739,0.03736,0.02276,0.015552,0.0,0.198804,0.180328,0.0,0.000287,0.0,0.145839,4.4e-05,0.0,0.038713,9.2e-05,0.147048,0.0,0.0,0.00437,0.004905,0.009273,0.010631,0.000442,0.182222,0.0,0.182444,0.0,0.009273,0.0,0.0,0.010618,0.0,0.0,0.00939,0.666667,0.666667,0.0,0.0
0.021739,0.038605,0.025605,0.017107,0.0,0.197309,0.163934,0.0,0.000331,0.007677,0.106164,0.000754,0.03,0.041053,8.9e-05,0.106646,0.0,0.0,0.004384,0.004914,0.009109,0.010455,0.000663,0.182222,0.0,0.182444,0.0,0.009109,0.0,0.0,0.010442,0.0,0.0,0.014085,0.647059,0.666667,0.0,0.0
0.021739,0.013699,0.021337,0.015552,0.0,0.197309,0.163934,0.0,0.010869,0.0,0.097114,0.000266,0.03,0.148361,0.000959,0.097769,0.0,0.0,0.004397,0.004922,0.009004,0.01032,0.000811,0.182007,0.0,0.182157,0.0,0.009004,0.0,0.0,0.010307,0.0,0.0,0.00939,0.647059,0.647059,0.0,0.0
0.021739,0.021171,0.021337,0.013997,0.0,0.195815,0.147541,0.0,0.042617,0.0,0.060213,0.000355,0.14,0.406113,0.001411,0.060649,0.0,0.0,0.00464,0.00515,0.00884,0.010157,0.000442,0.182294,0.0,0.182516,0.0,0.008852,0.0,0.0,0.010144,0.0,0.0,0.023474,0.647059,0.647059,0.0,0.0
0.021739,0.012453,0.018492,0.013997,0.0,0.197309,0.163934,0.0,0.013713,0.0,0.068562,0.00031,0.04,0.158792,0.001134,0.068645,0.0,0.0,0.004311,0.004811,0.008711,0.009995,0.000958,0.182079,0.0,0.182301,0.0,0.008723,0.0,0.0,0.009996,0.0,0.0,0.018779,0.647059,0.647059,0.0,0.0
0.021739,0.019925,0.019915,0.013997,0.0,0.195815,0.147541,0.0,0.000265,0.0,0.093945,4.4e-05,0.0,0.039172,8.3e-05,0.095641,0.0,0.0,0.004283,0.004779,0.008688,0.009955,0.000516,0.182079,0.0,0.182301,0.0,0.008688,0.0,0.0,0.009941,0.0,0.0,0.004695,0.627451,0.647059,0.0,0.0
0.021739,0.033624,0.027027,0.015552,0.0,0.192825,0.114754,0.0,0.00011,0.0,0.05939,4.4e-05,0.0,0.033224,3.9e-05,0.059889,0.0,0.0,0.00433,0.004821,0.008536,0.009806,0.00059,0.18215,0.0,0.182372,0.0,0.008536,0.0,0.0,0.009806,0.0,0.0,0.00939,0.627451,0.627451,0.0,0.0
0.021739,0.027397,0.025605,0.015552,0.0,0.192825,0.114754,0.0,0.000243,0.0,0.066642,4.4e-05,0.0,0.03654,8e-05,0.066729,0.0,0.0,0.004088,0.004576,0.008407,0.00963,0.00059,0.182222,0.0,0.182372,0.0,0.008419,0.0,0.0,0.009617,0.0,0.0,0.014085,0.627451,0.627451,0.0,0.0
