0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0.20202,0.017243,0.02525,0.045836,0.473684,0.796716,0.494849,0.0,0.000536,0.006692,0.002361,0.252174,0.027397,0.033194,0.012366,0.025066,0.0,0.0,0.310115,0.332594,0.341138,0.34055,0.23005,0.072435,0.262136,0.042424,0.0,0.298892,0.0,0.020833,0.318423,0.282051,0.0,0.020305,0.224057,0.230425,0.0,0.0
0.10101,0.011126,0.022749,0.044159,0.473684,0.807533,0.513385,0.0,0.0,3.5e-05,0.0,0.043478,0.0,0.017008,0.001926,0.01114,0.0,0.0,0.406805,0.421152,0.377166,0.413609,0.221031,0.070423,0.150485,0.034343,0.0,0.252217,0.0,0.020833,0.261941,0.230769,0.0,0.030457,0.141509,0.147651,0.0,0.0
0.131313,0.013384,0.023072,0.044718,0.473684,0.824876,0.532083,0.0,0.000268,0.0,0.0,0.02087,0.0,0.044647,0.010937,0.030172,0.0,0.0,0.39502,0.329422,0.361725,0.334488,0.171904,0.05835,0.160194,0.024242,0.0,0.245936,0.0,0.020833,0.269901,0.25641,0.0,0.035533,0.146226,0.154362,0.0,0.0
0.080808,0.008252,0.020248,0.042854,0.473684,0.683662,0.379113,0.0,0.0,0.0,0.0,0.093913,0.0,0.007956,0.005593,0.008974,0.0,0.0,0.387708,0.373376,0.352229,0.368078,0.158645,0.050302,0.121359,0.018182,0.0,0.230419,0.0,0.020833,0.240902,0.205128,0.0,0.005076,0.129717,0.131991,0.0,0.0
0.090909,0.008088,0.017264,0.04006,0.473684,0.655085,0.348048,0.0,0.0,0.0,0.0,0.024348,0.0,0.021946,0.001926,0.009438,0.0,0.0,0.393877,0.358139,0.36506,0.358507,0.152037,0.066398,0.15534,0.032323,0.0,0.249384,0.0,0.020833,0.261562,0.282051,0.0,0.055838,0.146226,0.154362,0.0,0.0
0.121212,0.006774,0.015408,0.03801,0.473684,0.727942,0.426874,0.0,0.0,3.5e-05,0.0,0.04,0.0,0.012208,0.005531,0.011295,0.0,0.0,0.425866,0.3969,0.418267,0.400438,0.208271,0.070423,0.223301,0.032323,0.0,0.3117,0.0,0.020833,0.324109,0.25641,0.0,0.06599,0.205189,0.210291,0.0,0.0
0.141414,0.01675,0.019522,0.040805,0.473684,0.74302,0.442923,0.0,0.0,0.0,0.0,0.01913,0.0,0.013648,0.000932,0.010212,0.0,0.0,0.369254,0.376251,0.38137,0.381067,0.241646,0.110664,0.223301,0.074747,0.0,0.313177,0.0,0.020833,0.322214,0.282051,0.0,0.040609,0.198113,0.201342,0.0,0.0
0.141414,0.016381,0.02162,0.042482,0.473684,0.74883,0.449188,0.0,0.000805,0.0,0.0,0.01913,0.0,0.056169,0.014852,0.049977,0.0,0.0,0.356478,0.364115,0.368539,0.367668,0.244431,0.06841,0.213592,0.034343,0.0,0.301601,0.0,0.020833,0.307998,0.25641,0.0,0.040609,0.191038,0.194631,0.0,0.0
0.141414,0.017777,0.023637,0.044159,0.473684,0.757293,0.458423,0.0,0.0,0.0,0.0,0.050435,0.0,0.015774,0.002237,0.010057,0.0,0.0,0.385753,0.375603,0.374266,0.378059,0.223317,0.074447,0.199029,0.038384,0.0,0.278941,0.0,0.020833,0.29511,0.25641,0.0,0.035533,0.17217,0.178971,0.0,0.0
0.121212,0.012029,0.022991,0.044531,0.473684,0.770732,0.472761,0.0,0.000268,0.0,0.0,0.029565,0.0,0.03532,0.009943,0.030481,0.0,0.0,0.378878,0.338256,0.36361,0.344469,0.223982,0.06841,0.184466,0.030303,0.0,0.268473,0.0,0.020833,0.289613,0.282051,0.0,0.040609,0.162736,0.170022,0.0,0.0
